Year,Age,Ht,Wt,BMI,G,GS,Cmp,Att,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds.1,Sk%,Y/A,AY/A,ANY/A,Y/G,W,L,T,4QC,GWD,Att.1,Yds.2,Y/A.1,TD.1,Y/G.1,2PM,Pts,PB,AP1
1.1966376624267363,0.6455513050888766,1.1894090263879258,1.4480287331886168,0.7065246551876259,0.9234657288071633,1.0052738722351338,1.53384989493471,1.3759022501844127,0.986835776895978,1.4112743967030579,1.3596415012968326,0.6301743924263036,0.0646833732472491,0.38583678473342115,-0.5419577276211264,0.7768224358557898,1.352105237481422,1.3695264480044957,-0.06723147464523048,0.3867916188964211,0.5651731425161297,0.5267554142505233,1.1817377635571629,0.6128421369239705,0.958158210042532,-0.15674828410551928,-0.21112504871089466,0.8862662473054741,-0.17735172819328135,-0.18641283400764272,0.06431201860094497,-0.1263483909675629,-0.39826904463529367,-0.23345123003536022,-0.1443728638044157,-0.49662538326232225,-0.15674828410551922
1.4039918719559068,-0.5610596058123406,-1.3524670223181092,-0.2982360197363202,0.7782521734379592,0.46117856324583417,0.6238369252632949,0.32146436875093354,0.19580835688931555,0.8934210181517938,0.46069981163846485,0.5280015951130714,-0.7579152563912261,-0.8817365090019741,0.6860680577952548,-1.0788128664802126,1.2658905944561485,0.9005914164365747,0.593073101128622,0.624150151176252,1.1123379550661021,1.3133237518590424,1.0863993925601487,0.3805513953937919,0.35444459284177066,0.3039593175534025,-0.15674828410551928,-0.21112504871089466,0.2118629167828779,3.270778238841578,3.246479556329147,0.9824418846103816,1.6397056548471987,3.1785597495324076,3.6605152869544484,1.7898756247559484,2.0135901903181432,-0.15674828410551922
-0.35851890904204314,0.6455513050888766,0.553940014211417,-0.22231146526132292,-0.7280257098190204,-0.9256829334381528,-0.7111923891381406,-1.0367720478008162,-1.0247789543129662,-0.6311783462580227,-0.9729155291318715,-1.1352782172544509,-0.9314264624934174,0.0646833732472491,-1.0552733259633804,-0.17532494986370167,-0.4987201940073066,-0.15294083266806874,0.03846356764585519,1.5920844273263284,0.09236701871162296,-0.09840391968367042,-0.5404726374096935,-0.7281610534787515,-0.679145583487029,-0.350239574935727,-0.15674828410551928,-1.0114809151876498,-0.4625404137397182,-1.0281889927862986,-0.8964140320090683,-1.689880239361219,-0.7150330729058167,-1.0117367738675445,-0.23345123003536022,-0.7246474103725249,-0.49662538326232225,-0.15674828410551922
1.092960557662151,1.6108400338098503,0.553940014211417,0.30916041606365796,-0.08247804556603058,0.9234657288071633,1.0052738722351338,1.7708575917826663,1.6824952714816683,0.7647554070513126,1.8501204123201538,1.9833714309346535,-0.41089284418684374,-0.8817365090019741,0.6860680577952548,-1.2883173109130266,1.2196273902642225,0.2233206848693039,0.2603073810389619,-0.9660275882131584,0.6812162190812193,1.1506823150453658,1.3336839411155652,1.7547074086679366,1.6464323132527703,-0.350239574935727,-0.15674828410551928,-0.21112504871089466,0.2118629167828779,-0.35647536284444287,-0.6768260326271841,-1.1051494867071645,1.6397056548471987,-0.8349748857836757,-0.23345123003536022,1.596450775899912,2.0135901903181432,-0.15674828410551922
-0.15116469951287256,2.0934843981703373,1.1894090263879258,1.0684059608136305,0.276159545685631,0.9234657288071633,1.0052738722351338,1.105412904478789,1.4106108941048567,-0.5324759596603925,1.0011161948277156,0.6319565833860417,2.538797659550407,2.9039430199949186,-0.3347182706149795,0.6626928278675549,-0.743254273307486,-0.8302115642353395,-0.9709257832927805,-1.6228401327435669,-0.6331793174580571,-0.7684866393560181,-0.34524799381331206,0.6476135181149154,0.8712396810061704,0.6310587637979672,-0.15674828410551928,2.189942550719371,1.5606695778280701,-0.2669135455188621,-0.6768260326271841,-1.1615708751211518,-0.7150330729058167,-0.8349748857836757,-0.23345123003536022,-0.7246474103725249,-0.49662538326232225,-0.15674828410551922
-1.6026441662170665,-0.802381787992584,-0.7169980101416005,-0.45008512868631473,0.06097699093463608,0.46117856324583417,0.6238369252632949,-0.10697262170498748,0.09746719911472412,-0.8620714291917642,-0.12313596532208856,-0.7194582641625704,0.4566631863241124,-0.8817365090019741,-1.1753658351881136,0.2305899112248757,-0.9745702942671148,1.7283667550187947,1.8575828374693306,1.5920844273263284,-0.675239974627314,-0.7749922968285651,-1.1066241038391984,-0.49023298050902336,-0.937543127569229,2.266555995020791,-0.15674828410551928,-1.0114809151876498,-1.1369437442623143,1.9273509789578664,2.1997767592754993,1.1260599642096232,2.2283903367854525,2.1179884210291937,-0.23345123003536022,2.1767253224680214,-0.49662538326232225,-0.15674828410551922
0.15986661478088332,0.6455513050888766,-0.7169980101416005,-0.14638691078632565,0.41961458218629766,0.9234657288071633,1.0052738722351338,1.0689501818867957,1.0056767150330097,0.6519526795111643,0.8917923640821138,1.1517315247508924,0.8036855985284949,1.0111032554964723,0.5059292939581547,-0.22770106097190526,0.472807094023135,0.9758437199440492,1.0034841559058696,-0.1018005559363048,-0.023299788503832766,0.19435066658094755,0.18836603201679583,0.5035618276774608,0.6128421369239705,0.958158210042532,-0.15674828410551928,1.3895866842426159,0.8862662473054741,0.3152382670974128,-0.08393843429609675,-0.29473318039715857,-0.7150330729058167,-0.30468922153206895,-0.23345123003536022,-0.7246474103725249,-0.49662538326232225,-0.15674828410551922
1.3003147671913216,-0.3197374236320972,-0.08152899796509167,-0.2982360197363202,-0.29766060031702546,-1.8502572645608109,-1.8555032300536567,-1.6475226512167036,-1.7247366067085874,-0.7827570113900969,-1.7195740327348104,-1.3431881938003913,-1.6254712869021823,-0.8817365090019741,0.025559257059220963,-0.7514621720539404,-0.558201456539783,-1.5827345993100848,-1.5366275074452025,-0.3437841249738236,-2.399726918566844,-1.1523204302362948,-1.0090117820410078,-2.2253274990365663,-1.4543382157336286,-1.3315379136694212,-0.15674828410551928,-1.0114809151876498,-1.1369437442623143,-1.2520935361002505,-0.8451768321532953,-0.27934552901152565,-0.7150330729058167,-0.8037816114159342,-0.23345123003536022,-0.7246474103725249,-0.49662538326232225,-0.15674828410551922
-0.4621960138066284,2.0934843981703373,-0.08152899796509167,-0.45008512868631473,-0.4411156368176921,0.9234657288071633,1.0052738722351338,0.6678602333748697,0.9015507832716775,-0.49898764992191136,0.9259076020452803,1.2556865130238626,0.10964077411972996,0.0646833732472491,0.7461143124076218,-0.6794450192801607,0.47941612319340976,0.7500868094216256,0.493243385101724,-0.20550779980952716,0.3237006331425363,0.662758004604336,0.6894426172475075,0.5488814606240755,1.6464323132527703,-0.350239574935727,-0.15674828410551928,-1.0114809151876498,0.2118629167828779,0.8526091710508973,0.6846195635404979,0.41822800047050457,-0.1263483909675629,0.3711650564356652,-0.23345123003536022,-0.1443728638044157,2.0135901903181432,-0.15674828410551922
-1.2916128519233108,-0.07841524145185372,0.553940014211417,-0.8297079010613011,-1.3735733740720102,-1.1568265162188174,-1.4740662830818179,-1.401399273720749,-1.4991304212257013,0.40695925563490465,-1.3489584930440472,-0.8234132524355405,-1.451960080799991,0.0646833732472491,2.3073169323291567,-0.6074278665063808,1.550078848777978,-1.5074822958026102,-1.4922587447665812,-0.8623203443399358,1.1859441051123019,1.5084934760354547,1.665565835229413,-1.508306163488337,-0.679145583487029,-1.658637359913986,-0.15674828410551928,-0.21112504871089466,-0.4625404137397182,-0.9834080841235081,-0.6914652325859764,-0.11008136376956247,-0.7150330729058167,-0.5958264489643237,-0.23345123003536022,-0.7246474103725249,-0.49662538326232225,-0.15674828410551922
